listing_id,year_built,year_renovated,renovation_scope,num_floors,basement_area_sqm,basement_natural_light,num_suites,solar_orientation,view_type,floor_material,window_type,condominium_name,is_gated_community,condo_fee_eur,nearby_schools,transport_access,distance_beach_min,distance_center_min,has_golf,amenities_list,renovation_potential,expat_appeal,rental_income_eur,tenant_occupied,has_al_license,is_aru_zone,is_heritage_protected,enriched_at
35022636,,,total,2,,,1,,,,,,,,Colégio da Beloura; Carlucci American International School; TASIS International School,"A16, A5, IC19, CREL",,,True,piscina; jardim; zona exterior de refeições; estacionamento; hipermercados; centro hípico,,,,,,,,2026-07-16T17:13:33.555557
34468735,,2019,total,2,,,3,,"mar, Palácio Nacional da Pena",,,,,,,,,,,ar condicionado em todas as divisões; sistema anti-humidade Murprotec; roupeiros embutidos; piscina com cobertura elétrica; jacuzzi topo de gama,,alto,,,,,,2026-07-16T17:13:35.871221
34922485,1889,,total,4,,,2,sul,"serra, vila de Sintra e mar",,,,,,,10 minutos da estação de comboios,20.0,5.0,,jardim; cozinha equipada; biblioteca; sala de cinema; adega,,,,,,,True,2026-07-16T17:13:38.143122
34315408,,,,2,,,1,,,pedra maciça e madeira de sucupira maciça,caixilharia alemã Kommerling,,,,Carlucci American International School; Santo António International School,,10.0,5.0,,,,alto,,,,,,2026-07-16T17:13:40.577860
34990699,,,,,,,,,,,,,,,,"Proximidade a transportes públicos, escolas e comércio local",,,,Jardim privado,,,,,,,,2026-07-16T17:13:42.858127
35103432,,,total,,,,,,,carvalho multicamada e revestimentos cerâmicos Porcelanosa,,,,,TASIS Portugal; CAISL; PRIME SCHOOL,"autoestrada a 3 minutos, perto de Lisboa, Aeroporto Internacional e linha de Cascais",,,True,piscina; jardim; lareira de bioetanol; ar condicionado; piso radiante; marcenaria à medida,,alto,,,,,True,2026-07-16T17:13:45.419353
34064702,,,,3,,,1,,jardim e piscina,mármore,vidros duplos,Quinta da Beloura,True,,TASIS International School; Carlucci American International School; Escola de Equitação da Beloura,30 minutos do Aeroporto Internacional de Lisboa,,10.0,True,piscina; jardim; segurança privada 24 horas; parque infantil; supermercados; farmácias; Hotel Pestana; Hotel da Quinta da Penha Longa; campos de golf; Cascais Shopping,,alto,7000.0,True,,,,2026-07-16T17:13:48.207650
35056046,,,,,,,,,,Porcelanosa AC5 Viena,,,True,,,,,,True,piscina; jardim; condomínio privado,,alto,,,,,,2026-07-16T17:13:50.589871
34942829,,,parcial,2,,,5,,,,,Quinta da Beloura,True,,escolas internacionais de referência,"excelentes acessos às autoestradas, rápida ligação a Lisboa, Cascais e Sintra",,,True,piscina aquecida; zona de barbecue; parque infantil; pool house com casa de banho completa; área de jogos com snooker; sistema de videovigilância; cofre; garagem ampla; estacionamento generoso; duas arrecadações; aquecimento por piso radiante; ar condicionado; estores elétricos,,alto,,,,,,2026-07-16T17:13:53.214114
35025741,,,total,3,,,1,,,,,,,,American International School of Lisbon; TASIS Portugal,,,,,piscina; jardim; zona de barbecue; forno a lenha; terraços; área técnica e arrumos; garagem para 2 viaturas; painéis solares elétricos; sistema de ventilação mecânica (VMC); forrada em capoto; aquecimento com piso radiante; bomba de calor e apoio com painéis solares térmicos; caldeira a gasóleo para backup; caldeira para aquecimento de águas; recuperador de calor,,alto,,,,,,2026-07-16T17:13:55.857759
34826485,,,,3,,True,,,,,vidros duplos,,,,escolas,A16,8.0,15.0,,jardim; piscina coberta; garagem; lareira; ar condicionado; aquecimento central; furo próprio; portão automático; portões eléctricos; despensa; escritório; sala de estar em mezzanine; bar; salão multifuncional; arrumos; áreas técnicas,,alto,,,,,,2026-07-16T17:13:58.786751
34773222,,,,2,,,,,mar,,,,,,American International School of Lisbon; TASIS Portugal,,0.33,30.0,,restaurantes; comércio local,,alto,,,True,,,2026-07-16T17:14:01.224684
35045888,,,,,,,1,,desimpedida,soalho,,,,,,Estação de comboios a 5 minutos a pé (Lisboa a 40 min),,,,cafés de bairro; mercearias gourmet; farmácias; serviços,,alto,,,,,,2026-07-16T17:14:03.772700
34995223,,,total,,,,,,,,,,,,,A16 e IC19,,,,,,alto,,,,,,2026-07-16T17:14:05.996940
33853230,,,,,,,3,,,,,Fontanelas Luxury Villas,,,,,10.0,20.0,,piscina privada; solário,,alto,,,,,,2026-07-16T17:14:08.285636
34887131,1930,2022,total,,,,12,,"vista panorâmica para os palácios, o castelo e quintas",mármore trabalhado artisticamente,,,,,,,,,,,,alto,,True,,,,2026-07-16T17:14:10.640080
34924703,,,,2,,,1,,"paisagem verde, serra e mar",,,,,,,fácil acesso a Lisboa,,,,piscina; zona de barbecue; jardim; pinhal; ribeiro natural; domótica; sistema de som ambiente; iluminação inteligente; videovigilância; aquecimento central; energia solar; rega automática; furo de água; cozinha equipada Miele; lareira em mármore; claraboia,,alto,,,,,,2026-07-16T17:14:13.615867
34957323,,,,1,,,,,,,,,True,,,,,,False,piscina; campo de ténis; jardim; pinhal,,alto,,,,,,2026-07-16T17:14:15.885472
34733293,1683,,,2,,,3,,vistas deslumbrantes,pedra,,,,,,,,,,piscina coberta; jardim de inverno; banho turco; adega tradicional; lago romântico; campo de jogos; jardins centenários; tanques com água de mina,,alto,,,,,True,2026-07-16T17:14:18.475910
35049776,,,,2,,,1,,,,,,True,,,,,,,piscina,,alto,,,,,,2026-07-16T17:14:20.580367
35089035,,,,3,,False,4,,mar,,,,,,,,,,,,,alto,,,,,,2026-07-16T17:14:22.799210
34822467,,,,,,,,,jardim,,,,,,,,,25.0,,,,alto,,,,,,2026-07-16T17:14:25.058434
34929757,1985,,,,,,,Sul,Mar,,,,,,,,,,,,alto,alto,,,,,,2026-07-16T17:14:27.228547
35059009,,,total,2,,,3,,,,,,,,,,,,,,,alto,,,,,,2026-07-16T17:14:29.192789
34594031,,,parcial,2,,,0,,vistas para o Convento de Mafra,,,,False,,,Transportes públicos a 2 minutos de casa,,,False,escolas; farmácias; bancos; supermercados,alto,médio,,False,False,,,2026-07-16T17:14:31.591189
34713212,,,,2,,,1,,,,,Quinta da Beloura,True,,TASIS Portugal International School; Carlucci American International School; Colégio São José - Ramalhão,"IC19, A5 e A16",,,,Jardins e amplas zonas verdes; Piscina; Ginásio; Zona de barbecue; Duas arrecadações; Dois lugares de estacionamento,,alto,,,,,,2026-07-16T17:14:34.149919
35068973,,,,2,,,3,,,,vidro duplo,Fontanelas Ocean Village,True,,,,,,,,,alto,,,,,,2026-07-16T17:14:36.270739
35069909,,,,,,,,excelente exposição solar,,,,,,,,proximidade a acessos rodoviários,,,,comércio local; restauração; serviços,,alto,,,,,,2026-07-16T17:14:38.674371
34061138,,,,2,,True,2,"Sul, Este e Norte",Serra de Sintra,piso radiante,Vidros duplos,,,,American International School of Lisbon; TASIS Portugal,,5.0,10.0,,Barbecue Coberto; Jardim; Piscina; Portões elétricos; Sistema Som,,alto,,,,,,2026-07-16T17:14:41.231561
34514853,,,,4,,,2,,,,,,,,,,,,,sauna; adega; sala de cinema; estacionamento privativo,,alto,,,,,,2026-07-16T17:14:43.730162
34824215,,,,2,,,3,"Sul, Nascente",,,,,,,American International School of Lisbon; TASIS,a 2 minutos das principais vias rápidas para Lisboa e Cascais. A 20 minutos de Lisboa e do Aeroporto Internacional,25.0,10.0,True,Ar Condicionado; Vídeo Porteiro; Portões Automáticos; Vidros Duplos; Fibra Ótica; Estores Elétricos; Rega automática; Piscina; Barbecue,,alto,,,,,,2026-07-16T17:14:46.367174
34269984,,,parcial,,,,,,vista ampla sobre a Serra de Sintra,,,,False,,,"Transportes públicos à porta, com ligação direta à estação de comboios e às praias da região (Praia Grande, Praia das Maçãs, Azenhas do Mar)",10.0,,,,alto,médio,,False,,,,2026-07-16T17:14:48.763943
34867354,,,cozinha,,,,2,,"vistas abertas muito agradáveis sobre a piscina do condomínio, os jardins e o lago do campo de golfe da Beloura",parquet de madeira,janelas com vidros duplos,,,,escolas internacionais,,,,True,piscina; jardim; estacionamento; arrecadação,,alto,,,,,,2026-07-16T17:14:51.060463
33850954,,,,2,,,1,poente,"vista mar, vista serra",madeira,,,,,,"rede de transportes, acesso a Cascais, Lisboa e aeroporto",,,,piscina; jardim; arrecadação de apoio à piscina; casa de banho de apoio à piscina; televisão e internet por fibra,,,,,,,,2026-07-16T17:14:53.652059
32989939,2006,,,3,,,2,Sudeste,,,,Quinta da Beloura,True,,,,,,,,,,,,,,,2026-07-16T17:14:55.633784
33784696,,2024,total,4,,,2,,"vistas deslumbrantes sobre a serra, o oceano e os marcos históricos de Sintra",,,,,,,,,,,,,alto,,,,,,2026-07-16T17:14:58.029277
34505969,,,,2,,,,,serra e oceano atlântico,,,,,,,,,,,piscina; jardim; sistema de aspiração central; cozinha totalmente equipada; pavimento aquecido; estores elétricos,,alto,,,,,,2026-07-16T17:15:00.536156
34753087,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:15:02.383096
33176509,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:15:04.246287
34932123,,,,2,,,4,,Vista desafogada sobre o golfe e a natureza envolvente,,,,,,,,,15,True,piscina privativa,,alto,,,,,,2026-07-16T17:15:06.590486
34987794,,,total,3,,,1,,,,,,,,,,5.0,,,piscina; anexo gourmet; churrasqueira; ginásio; jacuzzi; estacionamento coberto; ponto de carregamento para carros elétricos,,,,,,,,2026-07-16T17:15:08.982825
34938659,,,,2,,,3,,mar,madeira,vidros duplos,,,,,,,,,lareira; aquecimento central; piscina aquecida; jardim com rega automática; estacionamento,,,,,,,,2026-07-16T17:15:11.316457
34243122,,,,3,,,4,,campo de golfe,,,Quinta da Beloura I,True,,TASIS Portugal; CAISL – Carlucci American International School of Lisbon,"A16, A5, IC19",,20,True,Campo de Golfe; Holmes Place; Clube de Ténis e Padel; Clube Equestre; SPA; Restaurantes; supermercados; farmácia; clínicas médicas e estéticas; cabeleireiros; cinemas,,alto,,,,,,2026-07-16T17:15:13.806548
34760014,2024,,,2,,,3,,,,Alumínios cortizo vidro duplo,,,,,,,,True,Piscina; Jardim; Piso radiante hidráulico quente e frio; Bomba de calor Daikin de 300 litros; Sistema de ventilação forçada LG; Sistema domótica; Furo e rega automática; Deck com 110m2; Anexo de apoio a piscina com 18m2; Arrecadação; Parqueamento para varias viaturas,,alto,,,,,,2026-07-16T17:15:16.629644
34457192,,,,,,,2,excelente exposição solar,,,,Quinta da Beloura,True,,,,,,,piscina; jardins; zonas comuns,baixo,alto,,,,,,2026-07-16T17:15:19.041935
34644713,,,,2,,,,,,,,,,,,"N9, A16, A37",,,,piscina; jardins; zonas comuns,,,,,,,,2026-07-16T17:15:21.203117
35094196,,,,2,,,,,vista mar,,vidros duplos,Ocean Edge,True,,,,,,False,"cozinha equipada; aquecimento por piso radiante; ar condicionado por conduta; domótica; certificação energética A+; piscina privativa com pré-instalação de aquecimento; jardim privativo; painéis solares; estores elétricos; videoporteiro; sistema de alarme; portão automático; rega automática; pré-instalação para carregamento de veículos elétricos; lavandaria; arrecadação; poço de água com sistema de filtragem, para rega e enchimento da piscina",,alto,,False,,,,2026-07-16T17:15:24.250434
34393460,,,,2,,,3,Sul/Este,Vista Serra de Sintra,,,,,,American International School of Lisbon; TASIS Portugal (The American School of Switzerland),30 minutos de Lisboa e do Aeroporto,,,,Vídeo Porteiro; Painéis Solares; Pré instalação ar Condicionado; Portão automático,,alto,,,,,,2026-07-16T17:15:26.846234
34990645,,,,,,,,,Castelo dos Mouros,,,,,,,"IC19, A16",,,,,alto,alto,,,,,,2026-07-16T17:15:29.051858
34432923,,,,2,,,0,excelente exposição solar,,,caixilharia em alumínio com vidros duplos,,,,Escola Primária,,,,,Farmácia; Centro de Saúde; Escola Primária; Mercado; Cafés; Restaurantes; Lavandaria; Minimercado; Espaço saúde e Bem Estar; Barbearia,,alto,,,,,,2026-07-16T17:15:31.622094
33852863,,,,2,,,2,,,,,,,,,,15.0,,,piscina; churrasqueira; forno a lenha; alpendre; jardim com rega; garagem box; estacionamento exterior; pequenas arrecadações; furo de água,,,,,,,,2026-07-16T17:15:34.077501
34163715,,,,2,,,,,,,,,,,,,,,,lareira; lavandaria; jardim; piscina; zona relvada de lazer,,alto,,,,,,2026-07-16T17:15:36.274740
31850284,,,total,,,,6,,,,bow windows,,,,,,15.0,30.0,,lareira; ar condicionado; jardim,,alto,,,,,,2026-07-16T17:15:38.597180
34824333,,,,2,,,3,"Sul,Nascente",,,,,,,American International School of Lisbon; TASIS (The American School of Switzerland),principais vias rápidas para Lisboa e Cascais a 2 minutos,25.0,10.0,True,Ar Condicionado; Vídeo Porteiro; Portões Automáticos; Vidros Duplos; Fibra Ótica; Estores Elétricos; Rega automática; Piscina; Jardim; Barbecue; Lavandaria; Zona Técnica,,alto,,False,,,,2026-07-16T17:15:41.271390
34692252,,,total,1,,,,,,,,,,,Escola Secundária de Santa Maria,transportes práticos nas proximidades,,,True,Pingo Doce; Auchan; Mercado Municipal; Parque da Portela de Sintra; Miradouro da Correnteza; Hospital de Sintra,alto,alto,,False,,,,2026-07-16T17:15:43.770440
34853241,,,total,3,,,7,,,,,,,,,,,,,,,alto,,,,,,2026-07-16T17:15:45.885190
34971003,1880,,,2,,,,,,,,,,,Colégio de S. José; Carlucci American International School of Lisbon; TASIS,Fácil acesso a transportes públicos,,,,,alto,alto,,,,,True,2026-07-16T17:15:48.110125
34380005,,,,,,,1,,mar e paisagem rural,,janelas com vidro duplo,,,,escolas internacionais,,2.0,,,piscina privada; jacuzzi; jardins paisagísticos; lareira; garagem fechada; ponto de carregamento para veículo elétrico; estores elétricos; portão automático,,alto,,,,,,2026-07-16T17:15:50.425415
34791185,,,,,,,,,mar e serra,,,,,,,,,,,lareira; cozinha equipada; garagem; arrecadação; furo; poço; terreno com pinheiros mansos,alto,alto,,,,,,2026-07-16T17:15:52.825928
35102625,,,,,,,1,,,,oscilo-batentes,,True,,,,,,,piscina; jardim infantil; lago com peixes; zonas ajardinadas de lazer,,alto,,,,,,2026-07-16T17:15:54.954831
34765841,,,,2,,,4,excelente,Serra de Sintra e Parque Natural Sintra-Cascais,,,,False,,American International School of Lisbon; TASIS Portugal,"rápido acesso a Lisboa, Aeroporto Internacional, Cascais e Estoril",,,False,piscina de 32 m²; jardim relvado; lounge em deck; garagem,,alto,,False,False,False,False,2026-07-16T17:15:57.742846
35168847,1997,,,3,,,,,"mar, costa e envolvente natural",,,,,,,,,,,piscina aquecida; sauna finlandesa; hammam; cozinha de verão; duche exterior,,alto,,,,,,2026-07-16T17:15:59.847702
35172173,,,,,,,,,,,,,,,,,,,,piscina; jardim; garagem; ar condicionado; bomba de calor; aquecimento central; painéis solares; tanque; pomar; árvores de fruto; horta,,alto,,,,,,2026-07-16T17:16:02.308904
34399380,,,,,,,1,,,,,,True,,,,,,,,,,,,,,,2026-07-16T17:16:04.314947
34901687,,,,2,,,1,,mar,,,,,,American International School of Lisbon; TASIS Portugal,,5.0,10.0,False,vidros duplos; portões elétricos; ar condicionado; vídeo porteiro; painéis solares; estores elétricos; toalheiros elétricos,baixo,alto,,False,,,,2026-07-16T17:16:06.918133
34606898,,,,,,,2,excelente,,,,,True,,,"N9, A16 e A37",,,,piscina; jardins,,,,,,,,2026-07-16T17:16:09.221600
35023409,,,,1,,,,,,,envidraçada,,,,TASIS Portugal International School; Carlucci American International School of Lisbon,,,0,,garagem; adega; arrumos; jardim; varanda,,alto,,,,,,2026-07-16T17:16:11.755737
34427806,2006,,,,,,,,,,vidros duplos,,,,,,,,,piscina; churrasqueira; jardim; furo de água; estores elétricos; aspiração central; arrecadação,,,,,,,,2026-07-16T17:16:14.362328
32915067,,,,2,,,1,poente,vista mar e serra,,,,,,escolas,"IC19, IC16, A5",,,,comércio; hospital; praias,,alto,,,,,,2026-07-16T17:16:16.839460
34392616,,,,,,,5,,,,,,,,Escolas internacionais,"A16, A5, IC19",,,True,ar condicionado; painéis solares; rega automática; piscina; jardim; barbecue; garagem box; estacionamento exterior; terraço; balneários de apoio à piscina,,alto,,False,,,,2026-07-16T17:16:19.638914
35133610,,,,1,,,2,,"vista permanente sobre a vegetação envolvente, vista do Palácio da Pena",madeira (quartos),,,False,,,,,,,piscina; lareira; radiadores; cozinha com ilha central; lavandaria independente; garagem; casa de arrumos; jardim,alto,alto,,,,,,2026-07-16T17:16:22.402596
35102917,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:16:24.286820
34893895,,,,2,,,3,,,,,,,,,fácil acesso à A16,,,,jardim; piscina; zona de convívio; churrasqueira,,,,,,,,2026-07-16T17:16:26.392264
34893877,,,,2,,,3,,,,,,,,escolas,"A16, transportes",,,,jardim; piscina; churrasqueira; zona de convívio; estacionamento para 2 carros,,,,,,,,2026-07-16T17:16:28.839389
34758743,,,,2,,,,boa exposição solar,,,,,,,,"excelentes acessos através da A16, A5 e IC19",,10,,,alto,,,,,,,2026-07-16T17:16:31.041496
34432622,,,,,,,,,vista ampla para a serra,,,São Martinho Villas,True,,,,,,,piscina comum; parque infantil; zonas verdes,,alto,,,,,,2026-07-16T17:16:33.300797
35095168,2008,2022,total,4,,,9,,mar,,,,,,Colégio da Beloura; TASIS Portugal International School,,10.0,,,lareira; piscina interior; ar condicionado; painéis solares fotovoltaicos; sistema de detecção de incêndios; internet wifi; rega automática; garagem,,alto,,,,,,2026-07-16T17:16:35.703099
35119109,2011,,,3,100.0,,1,sul,vista desafogada,,,,,,TASIS Portugal; Carlucci American International School of Lisbon,Linha de Sintra (Estação de Sintra) – 3 km,,,,Jardim; Garagem ampla; Bomba de Calor; Painéis Solares; Ar Condicionado; Aquecimento Central; Aspiração Central; Recuperador de Calor; Sistema de Alarme,,,,,,,,2026-07-16T17:16:38.416165
34923681,,,,,,,6,,mar,,,,,,,"Cascais (20 minutos), Lisboa (35 minutos)",,,,piscina; churrasqueira; garagem para dois carros; carregamento veículos elétricos; piso radiante; ar condicionado; lavandaria,,alto,,,,,,2026-07-16T17:16:41.112332
